笔序号,方向,起点时间,起点类型,起点价格,终点时间,终点类型,终点价格,无包含K数,内部分型数,价差力度,涨跌幅,原始K起点,原始K终点,内部无包含K时间,内部分型
183,↑ 向上,2026-01-10 13:00:00+00:00,底分型,89.96549396857695,2026-01-10 13:25:00+00:00,顶分型,97.1147589384621,7,4,7.15,0.0795,2026-01-10 12:35:00+00:00,2026-01-10 13:35:00+00:00,2026-01-10T12:40:00+00:00 | 2026-01-10T13:00:00+00:00 | 2026-01-10T13:05:00+00:00 | 2026-01-10T13:15:00+00:00 | 2026-01-10T13:20:00+00:00 | 2026-01-10T13:25:00+00:00 | 2026-01-10T13:35:00+00:00,2026-01-10T13:00:00+00:00:D:89.9654939686 | 2026-01-10T13:05:00+00:00:G:95.4273069137 | 2026-01-10T13:15:00+00:00:D:92.9473234104 | 2026-01-10T13:25:00+00:00:G:97.1147589385
184,↓ 向下,2026-01-10 13:25:00+00:00,顶分型,97.1147589384621,2026-01-10 13:55:00+00:00,底分型,90.65641040516253,8,2,6.46,-0.0665,2026-01-10 13:20:00+00:00,2026-01-10 14:00:00+00:00,2026-01-10T13:20:00+00:00 | 2026-01-10T13:25:00+00:00 | 2026-01-10T13:35:00+00:00 | 2026-01-10T13:40:00+00:00 | 2026-01-10T13:45:00+00:00 | 2026-01-10T13:50:00+00:00 | 2026-01-10T13:55:00+00:00 | 2026-01-10T14:00:00+00:00,2026-01-10T13:25:00+00:00:G:97.1147589385 | 2026-01-10T13:55:00+00:00:D:90.6564104052
185,↑ 向上,2026-01-10 13:55:00+00:00,底分型,90.65641040516253,2026-01-10 15:10:00+00:00,顶分型,109.66997340839787,13,2,19.01,0.2097,2026-01-10 13:50:00+00:00,2026-01-10 15:15:00+00:00,2026-01-10T13:50:00+00:00 | 2026-01-10T13:55:00+00:00 | 2026-01-10T14:00:00+00:00 | 2026-01-10T14:10:00+00:00 | 2026-01-10T14:15:00+00:00 | 2026-01-10T14:20:00+00:00 | 2026-01-10T14:25:00+00:00 | 2026-01-10T14:30:00+00:00 | 2026-01-10T14:35:00+00:00 | 2026-01-10T14:40:00+00:00 | 2026-01-10T14:50:00+00:00 | 2026-01-10T15:10:00+00:00 | 2026-01-10T15:15:00+00:00,2026-01-10T13:55:00+00:00:D:90.6564104052 | 2026-01-10T15:10:00+00:00:G:109.669973408
186,↓ 向下,2026-01-10 15:10:00+00:00,顶分型,109.66997340839787,2026-01-10 17:05:00+00:00,底分型,89.93071143917967,16,4,19.74,-0.18,2026-01-10 14:45:00+00:00,2026-01-10 17:10:00+00:00,2026-01-10T14:50:00+00:00 | 2026-01-10T15:10:00+00:00 | 2026-01-10T15:15:00+00:00 | 2026-01-10T15:20:00+00:00 | 2026-01-10T15:50:00+00:00 | 2026-01-10T16:10:00+00:00 | 2026-01-10T16:15:00+00:00 | 2026-01-10T16:20:00+00:00 | 2026-01-10T16:25:00+00:00 | 2026-01-10T16:30:00+00:00 | 2026-01-10T16:35:00+00:00 | 2026-01-10T16:40:00+00:00 | 2026-01-10T16:45:00+00:00 | 2026-01-10T17:00:00+00:00 | 2026-01-10T17:05:00+00:00 | 2026-01-10T17:10:00+00:00,2026-01-10T15:10:00+00:00:G:109.669973408 | 2026-01-10T15:20:00+00:00:D:104.033776339 | 2026-01-10T16:10:00+00:00:G:109.506456897 | 2026-01-10T17:05:00+00:00:D:89.9307114392
187,↑ 向上,2026-01-10 17:05:00+00:00,底分型,89.93071143917967,2026-01-10 17:45:00+00:00,顶分型,96.12691847015681,10,4,6.2,0.0689,2026-01-10 16:55:00+00:00,2026-01-10 17:50:00+00:00,2026-01-10T17:00:00+00:00 | 2026-01-10T17:05:00+00:00 | 2026-01-10T17:10:00+00:00 | 2026-01-10T17:15:00+00:00 | 2026-01-10T17:20:00+00:00 | 2026-01-10T17:25:00+00:00 | 2026-01-10T17:30:00+00:00 | 2026-01-10T17:40:00+00:00 | 2026-01-10T17:45:00+00:00 | 2026-01-10T17:50:00+00:00,2026-01-10T17:05:00+00:00:D:89.9307114392 | 2026-01-10T17:25:00+00:00:G:96.0319261096 | 2026-01-10T17:30:00+00:00:D:92.5743272811 | 2026-01-10T17:45:00+00:00:G:96.1269184702
188,↓ 向下,2026-01-10 17:45:00+00:00,顶分型,96.12691847015681,2026-01-10 18:10:00+00:00,底分型,91.06679154339383,7,4,5.06,-0.0526,2026-01-10 17:35:00+00:00,2026-01-10 18:15:00+00:00,2026-01-10T17:40:00+00:00 | 2026-01-10T17:45:00+00:00 | 2026-01-10T17:50:00+00:00 | 2026-01-10T17:55:00+00:00 | 2026-01-10T18:00:00+00:00 | 2026-01-10T18:10:00+00:00 | 2026-01-10T18:15:00+00:00,2026-01-10T17:45:00+00:00:G:96.1269184702 | 2026-01-10T17:50:00+00:00:D:92.7929070558 | 2026-01-10T17:55:00+00:00:G:95.7048795518 | 2026-01-10T18:10:00+00:00:D:91.0667915434
189,↑ 向上,2026-01-10 18:10:00+00:00,底分型,91.06679154339383,2026-01-10 19:15:00+00:00,顶分型,110.44167949374186,13,2,19.37,0.2128,2026-01-10 18:00:00+00:00,2026-01-10 19:25:00+00:00,2026-01-10T18:00:00+00:00 | 2026-01-10T18:10:00+00:00 | 2026-01-10T18:20:00+00:00 | 2026-01-10T18:25:00+00:00 | 2026-01-10T18:30:00+00:00 | 2026-01-10T18:35:00+00:00 | 2026-01-10T18:40:00+00:00 | 2026-01-10T18:45:00+00:00 | 2026-01-10T18:50:00+00:00 | 2026-01-10T18:55:00+00:00 | 2026-01-10T19:00:00+00:00 | 2026-01-10T19:15:00+00:00 | 2026-01-10T19:25:00+00:00,2026-01-10T18:10:00+00:00:D:91.0667915434 | 2026-01-10T19:15:00+00:00:G:110.441679494
190,↓ 向下,2026-01-10 19:15:00+00:00,顶分型,110.44167949374186,2026-01-10 21:15:00+00:00,底分型,89.78965727311068,18,4,20.65,-0.187,2026-01-10 19:00:00+00:00,2026-01-10 21:25:00+00:00,2026-01-10T19:00:00+00:00 | 2026-01-10T19:15:00+00:00 | 2026-01-10T19:25:00+00:00 | 2026-01-10T19:30:00+00:00 | 2026-01-10T19:35:00+00:00 | 2026-01-10T19:40:00+00:00 | 2026-01-10T19:50:00+00:00 | 2026-01-10T20:10:00+00:00 | 2026-01-10T20:20:00+00:00 | 2026-01-10T20:30:00+00:00 | 2026-01-10T20:40:00+00:00 | 2026-01-10T20:45:00+00:00 | 2026-01-10T20:50:00+00:00 | 2026-01-10T20:55:00+00:00 | 2026-01-10T21:00:00+00:00 | 2026-01-10T21:05:00+00:00 | 2026-01-10T21:15:00+00:00 | 2026-01-10T21:25:00+00:00,2026-01-10T19:15:00+00:00:G:110.441679494 | 2026-01-10T19:50:00+00:00:D:103.06391336 | 2026-01-10T20:10:00+00:00:G:108.324521991 | 2026-01-10T21:15:00+00:00:D:89.7896572731
191,↑ 向上,2026-01-10 21:15:00+00:00,底分型,89.78965727311068,2026-01-10 23:25:00+00:00,顶分型,111.34127538063434,22,6,21.55,0.24,2026-01-10 21:05:00+00:00,2026-01-10 23:30:00+00:00,2026-01-10T21:05:00+00:00 | 2026-01-10T21:15:00+00:00 | 2026-01-10T21:25:00+00:00 | 2026-01-10T21:30:00+00:00 | 2026-01-10T21:35:00+00:00 | 2026-01-10T21:50:00+00:00 | 2026-01-10T22:05:00+00:00 | 2026-01-10T22:10:00+00:00 | 2026-01-10T22:20:00+00:00 | 2026-01-10T22:30:00+00:00 | 2026-01-10T22:35:00+00:00 | 2026-01-10T22:40:00+00:00 | 2026-01-10T22:45:00+00:00 | 2026-01-10T22:50:00+00:00 | 2026-01-10T22:55:00+00:00 | 2026-01-10T23:00:00+00:00 | 2026-01-10T23:05:00+00:00 | 2026-01-10T23:10:00+00:00 | 2026-01-10T23:15:00+00:00 | 2026-01-10T23:20:00+00:00 | 2026-01-10T23:25:00+00:00 | 2026-01-10T23:30:00+00:00,2026-01-10T21:15:00+00:00:D:89.7896572731 | 2026-01-10T21:25:00+00:00:G:93.4943133159 | 2026-01-10T21:30:00+00:00:D:89.8609479322 | 2026-01-10T22:05:00+00:00:G:97.1359332504 | 2026-01-10T22:20:00+00:00:D:91.7895012759 | 2026-01-10T23:25:00+00:00:G:111.341275381
192,↓ 向下,2026-01-10 23:25:00+00:00,顶分型,111.34127538063434,2026-01-11 00:05:00+00:00,底分型,103.35418416661317,9,2,7.99,-0.0717,2026-01-10 23:20:00+00:00,2026-01-11 00:15:00+00:00,2026-01-10T23:20:00+00:00 | 2026-01-10T23:25:00+00:00 | 2026-01-10T23:30:00+00:00 | 2026-01-10T23:35:00+00:00 | 2026-01-10T23:45:00+00:00 | 2026-01-10T23:50:00+00:00 | 2026-01-10T23:55:00+00:00 | 2026-01-11T00:05:00+00:00 | 2026-01-11T00:15:00+00:00,2026-01-10T23:25:00+00:00:G:111.341275381 | 2026-01-11T00:05:00+00:00:D:103.354184167
193,↑ 向上,2026-01-11 00:05:00+00:00,底分型,103.35418416661317,2026-01-11 00:25:00+00:00,顶分型,107.9701381280046,6,2,4.62,0.0447,2026-01-10 23:55:00+00:00,2026-01-11 00:35:00+00:00,2026-01-10T23:55:00+00:00 | 2026-01-11T00:05:00+00:00 | 2026-01-11T00:15:00+00:00 | 2026-01-11T00:20:00+00:00 | 2026-01-11T00:25:00+00:00 | 2026-01-11T00:35:00+00:00,2026-01-11T00:05:00+00:00:D:103.354184167 | 2026-01-11T00:25:00+00:00:G:107.970138128
194,↓ 向下,2026-01-11 00:25:00+00:00,顶分型,107.9701381280046,2026-01-11 01:35:00+00:00,底分型,89.37563517638253,14,2,18.59,-0.1722,2026-01-11 00:20:00+00:00,2026-01-11 01:45:00+00:00,2026-01-11T00:20:00+00:00 | 2026-01-11T00:25:00+00:00 | 2026-01-11T00:40:00+00:00 | 2026-01-11T00:45:00+00:00 | 2026-01-11T00:50:00+00:00 | 2026-01-11T00:55:00+00:00 | 2026-01-11T01:00:00+00:00 | 2026-01-11T01:05:00+00:00 | 2026-01-11T01:10:00+00:00 | 2026-01-11T01:15:00+00:00 | 2026-01-11T01:20:00+00:00 | 2026-01-11T01:25:00+00:00 | 2026-01-11T01:35:00+00:00 | 2026-01-11T01:45:00+00:00,2026-01-11T00:25:00+00:00:G:107.970138128 | 2026-01-11T01:35:00+00:00:D:89.3756351764
195,↑ 向上,2026-01-11 01:35:00+00:00,底分型,89.37563517638253,2026-01-11 02:05:00+00:00,顶分型,97.1150735873325,7,2,7.74,0.0866,2026-01-11 01:25:00+00:00,2026-01-11 02:10:00+00:00,2026-01-11T01:25:00+00:00 | 2026-01-11T01:35:00+00:00 | 2026-01-11T01:45:00+00:00 | 2026-01-11T01:50:00+00:00 | 2026-01-11T02:00:00+00:00 | 2026-01-11T02:05:00+00:00 | 2026-01-11T02:10:00+00:00,2026-01-11T01:35:00+00:00:D:89.3756351764 | 2026-01-11T02:05:00+00:00:G:97.1150735873
196,↓ 向下,2026-01-11 02:05:00+00:00,顶分型,97.1150735873325,2026-01-11 02:35:00+00:00,底分型,92.29136044238847,6,4,4.82,-0.0497,2026-01-11 02:00:00+00:00,2026-01-11 02:50:00+00:00,2026-01-11T02:00:00+00:00 | 2026-01-11T02:05:00+00:00 | 2026-01-11T02:20:00+00:00 | 2026-01-11T02:30:00+00:00 | 2026-01-11T02:35:00+00:00 | 2026-01-11T02:50:00+00:00,2026-01-11T02:05:00+00:00:G:97.1150735873 | 2026-01-11T02:20:00+00:00:D:93.2152668255 | 2026-01-11T02:30:00+00:00:G:95.9850560221 | 2026-01-11T02:35:00+00:00:D:92.2913604424
197,↑ 向上,2026-01-11 02:35:00+00:00,底分型,92.29136044238847,2026-01-11 03:35:00+00:00,顶分型,111.55808245222487,13,2,19.27,0.2088,2026-01-11 02:30:00+00:00,2026-01-11 03:45:00+00:00,2026-01-11T02:30:00+00:00 | 2026-01-11T02:35:00+00:00 | 2026-01-11T02:50:00+00:00 | 2026-01-11T02:55:00+00:00 | 2026-01-11T03:00:00+00:00 | 2026-01-11T03:05:00+00:00 | 2026-01-11T03:10:00+00:00 | 2026-01-11T03:15:00+00:00 | 2026-01-11T03:20:00+00:00 | 2026-01-11T03:25:00+00:00 | 2026-01-11T03:30:00+00:00 | 2026-01-11T03:35:00+00:00 | 2026-01-11T03:45:00+00:00,2026-01-11T02:35:00+00:00:D:92.2913604424 | 2026-01-11T03:35:00+00:00:G:111.558082452
198,↓ 向下,2026-01-11 03:35:00+00:00,顶分型,111.55808245222487,2026-01-11 04:20:00+00:00,底分型,102.17382043928545,6,2,9.38,-0.0841,2026-01-11 03:30:00+00:00,2026-01-11 04:30:00+00:00,2026-01-11T03:30:00+00:00 | 2026-01-11T03:35:00+00:00 | 2026-01-11T03:55:00+00:00 | 2026-01-11T04:00:00+00:00 | 2026-01-11T04:20:00+00:00 | 2026-01-11T04:30:00+00:00,2026-01-11T03:35:00+00:00:G:111.558082452 | 2026-01-11T04:20:00+00:00:D:102.173820439
199,↑ 向上,2026-01-11 04:20:00+00:00,底分型,102.17382043928545,2026-01-11 04:50:00+00:00,顶分型,107.44299830478577,8,4,5.27,0.0516,2026-01-11 04:00:00+00:00,2026-01-11 04:55:00+00:00,2026-01-11T04:00:00+00:00 | 2026-01-11T04:20:00+00:00 | 2026-01-11T04:30:00+00:00 | 2026-01-11T04:35:00+00:00 | 2026-01-11T04:40:00+00:00 | 2026-01-11T04:45:00+00:00 | 2026-01-11T04:50:00+00:00 | 2026-01-11T04:55:00+00:00,2026-01-11T04:20:00+00:00:D:102.173820439 | 2026-01-11T04:35:00+00:00:G:106.422434812 | 2026-01-11T04:40:00+00:00:D:103.914006486 | 2026-01-11T04:50:00+00:00:G:107.442998305
200,↓ 向下,2026-01-11 04:50:00+00:00,顶分型,107.44299830478577,2026-01-11 05:50:00+00:00,底分型,88.22927230323205,13,2,19.21,-0.1788,2026-01-11 04:45:00+00:00,2026-01-11 05:55:00+00:00,2026-01-11T04:45:00+00:00 | 2026-01-11T04:50:00+00:00 | 2026-01-11T04:55:00+00:00 | 2026-01-11T05:00:00+00:00 | 2026-01-11T05:05:00+00:00 | 2026-01-11T05:10:00+00:00 | 2026-01-11T05:15:00+00:00 | 2026-01-11T05:20:00+00:00 | 2026-01-11T05:25:00+00:00 | 2026-01-11T05:30:00+00:00 | 2026-01-11T05:35:00+00:00 | 2026-01-11T05:50:00+00:00 | 2026-01-11T05:55:00+00:00,2026-01-11T04:50:00+00:00:G:107.442998305 | 2026-01-11T05:50:00+00:00:D:88.2292723032
201,↑ 向上,2026-01-11 05:50:00+00:00,底分型,88.22927230323205,2026-01-11 06:30:00+00:00,顶分型,97.86677485639565,9,2,9.64,0.1092,2026-01-11 05:35:00+00:00,2026-01-11 06:35:00+00:00,2026-01-11T05:35:00+00:00 | 2026-01-11T05:50:00+00:00 | 2026-01-11T05:55:00+00:00 | 2026-01-11T06:00:00+00:00 | 2026-01-11T06:10:00+00:00 | 2026-01-11T06:20:00+00:00 | 2026-01-11T06:25:00+00:00 | 2026-01-11T06:30:00+00:00 | 2026-01-11T06:35:00+00:00,2026-01-11T05:50:00+00:00:D:88.2292723032 | 2026-01-11T06:30:00+00:00:G:97.8667748564
202,↓ 向下,2026-01-11 06:30:00+00:00,顶分型,97.86677485639565,2026-01-11 06:45:00+00:00,底分型,93.31179447065142,6,2,4.55,-0.0465,2026-01-11 06:25:00+00:00,2026-01-11 06:50:00+00:00,2026-01-11T06:25:00+00:00 | 2026-01-11T06:30:00+00:00 | 2026-01-11T06:35:00+00:00 | 2026-01-11T06:40:00+00:00 | 2026-01-11T06:45:00+00:00 | 2026-01-11T06:50:00+00:00,2026-01-11T06:30:00+00:00:G:97.8667748564 | 2026-01-11T06:45:00+00:00:D:93.3117944707
203,↑ 向上,2026-01-11 06:45:00+00:00,底分型,93.31179447065142,2026-01-11 07:55:00+00:00,顶分型,110.54003910558671,16,4,17.23,0.1846,2026-01-11 06:40:00+00:00,2026-01-11 08:00:00+00:00,2026-01-11T06:40:00+00:00 | 2026-01-11T06:45:00+00:00 | 2026-01-11T06:50:00+00:00 | 2026-01-11T06:55:00+00:00 | 2026-01-11T07:00:00+00:00 | 2026-01-11T07:10:00+00:00 | 2026-01-11T07:15:00+00:00 | 2026-01-11T07:20:00+00:00 | 2026-01-11T07:25:00+00:00 | 2026-01-11T07:30:00+00:00 | 2026-01-11T07:35:00+00:00 | 2026-01-11T07:40:00+00:00 | 2026-01-11T07:45:00+00:00 | 2026-01-11T07:50:00+00:00 | 2026-01-11T07:55:00+00:00 | 2026-01-11T08:00:00+00:00,2026-01-11T06:45:00+00:00:D:93.3117944707 | 2026-01-11T06:50:00+00:00:G:95.9352113241 | 2026-01-11T06:55:00+00:00:D:93.3868683944 | 2026-01-11T07:55:00+00:00:G:110.540039106
204,↓ 向下,2026-01-11 07:55:00+00:00,顶分型,110.54003910558671,2026-01-11 08:35:00+00:00,底分型,101.80404049459206,9,2,8.74,-0.079,2026-01-11 07:50:00+00:00,2026-01-11 08:40:00+00:00,2026-01-11T07:50:00+00:00 | 2026-01-11T07:55:00+00:00 | 2026-01-11T08:05:00+00:00 | 2026-01-11T08:10:00+00:00 | 2026-01-11T08:15:00+00:00 | 2026-01-11T08:20:00+00:00 | 2026-01-11T08:25:00+00:00 | 2026-01-11T08:35:00+00:00 | 2026-01-11T08:40:00+00:00,2026-01-11T07:55:00+00:00:G:110.540039106 | 2026-01-11T08:35:00+00:00:D:101.804040495
205,↑ 向上,2026-01-11 08:35:00+00:00,底分型,101.80404049459206,2026-01-11 08:50:00+00:00,顶分型,106.29945180694864,6,4,4.5,0.0442,2026-01-11 08:25:00+00:00,2026-01-11 08:55:00+00:00,2026-01-11T08:25:00+00:00 | 2026-01-11T08:35:00+00:00 | 2026-01-11T08:40:00+00:00 | 2026-01-11T08:45:00+00:00 | 2026-01-11T08:50:00+00:00 | 2026-01-11T08:55:00+00:00,2026-01-11T08:35:00+00:00:D:101.804040495 | 2026-01-11T08:40:00+00:00:G:105.73291218 | 2026-01-11T08:45:00+00:00:D:103.494448501 | 2026-01-11T08:50:00+00:00:G:106.299451807
206,↓ 向下,2026-01-11 08:50:00+00:00,顶分型,106.29945180694864,2026-01-11 10:05:00+00:00,底分型,88.72993849760542,13,4,17.57,-0.1653,2026-01-11 08:45:00+00:00,2026-01-11 10:10:00+00:00,2026-01-11T08:45:00+00:00 | 2026-01-11T08:50:00+00:00 | 2026-01-11T08:55:00+00:00 | 2026-01-11T09:00:00+00:00 | 2026-01-11T09:15:00+00:00 | 2026-01-11T09:20:00+00:00 | 2026-01-11T09:25:00+00:00 | 2026-01-11T09:30:00+00:00 | 2026-01-11T09:35:00+00:00 | 2026-01-11T09:40:00+00:00 | 2026-01-11T09:50:00+00:00 | 2026-01-11T10:05:00+00:00 | 2026-01-11T10:10:00+00:00,2026-01-11T08:50:00+00:00:G:106.299451807 | 2026-01-11T08:55:00+00:00:D:102.7037583 | 2026-01-11T09:00:00+00:00:G:106.285689222 | 2026-01-11T10:05:00+00:00:D:88.7299384976
207,↑ 向上,2026-01-11 10:05:00+00:00,底分型,88.72993849760542,2026-01-11 12:05:00+00:00,顶分型,111.21557670486423,21,6,22.49,0.2534,2026-01-11 09:50:00+00:00,2026-01-11 12:15:00+00:00,2026-01-11T09:50:00+00:00 | 2026-01-11T10:05:00+00:00 | 2026-01-11T10:15:00+00:00 | 2026-01-11T10:20:00+00:00 | 2026-01-11T10:25:00+00:00 | 2026-01-11T10:30:00+00:00 | 2026-01-11T10:35:00+00:00 | 2026-01-11T10:40:00+00:00 | 2026-01-11T10:45:00+00:00 | 2026-01-11T10:55:00+00:00 | 2026-01-11T11:15:00+00:00 | 2026-01-11T11:20:00+00:00 | 2026-01-11T11:25:00+00:00 | 2026-01-11T11:30:00+00:00 | 2026-01-11T11:35:00+00:00 | 2026-01-11T11:40:00+00:00 | 2026-01-11T11:45:00+00:00 | 2026-01-11T11:50:00+00:00 | 2026-01-11T11:55:00+00:00 | 2026-01-11T12:05:00+00:00 | 2026-01-11T12:15:00+00:00,2026-01-11T10:05:00+00:00:D:88.7299384976 | 2026-01-11T10:40:00+00:00:G:97.601552962 | 2026-01-11T10:45:00+00:00:D:93.7546459923 | 2026-01-11T10:55:00+00:00:G:97.6409705178 | 2026-01-11T11:15:00+00:00:D:93.5369472847 | 2026-01-11T12:05:00+00:00:G:111.215576705
208,↓ 向下,2026-01-11 12:05:00+00:00,顶分型,111.21557670486423,2026-01-11 14:15:00+00:00,底分型,88.18185596948044,18,6,23.03,-0.2071,2026-01-11 11:55:00+00:00,2026-01-11 14:20:00+00:00,2026-01-11T11:55:00+00:00 | 2026-01-11T12:05:00+00:00 | 2026-01-11T12:15:00+00:00 | 2026-01-11T12:30:00+00:00 | 2026-01-11T12:35:00+00:00 | 2026-01-11T12:50:00+00:00 | 2026-01-11T13:05:00+00:00 | 2026-01-11T13:10:00+00:00 | 2026-01-11T13:25:00+00:00 | 2026-01-11T13:30:00+00:00 | 2026-01-11T13:35:00+00:00 | 2026-01-11T13:40:00+00:00 | 2026-01-11T13:45:00+00:00 | 2026-01-11T13:50:00+00:00 | 2026-01-11T13:55:00+00:00 | 2026-01-11T14:00:00+00:00 | 2026-01-11T14:15:00+00:00 | 2026-01-11T14:20:00+00:00,2026-01-11T12:05:00+00:00:G:111.215576705 | 2026-01-11T12:50:00+00:00:D:101.92821113 | 2026-01-11T13:05:00+00:00:G:106.266333184 | 2026-01-11T13:25:00+00:00:D:101.817799902 | 2026-01-11T13:30:00+00:00:G:104.799451168 | 2026-01-11T14:15:00+00:00:D:88.1818559695
209,↑ 向上,2026-01-11 14:15:00+00:00,底分型,88.18185596948044,2026-01-11 16:25:00+00:00,顶分型,111.99146658364309,20,6,23.81,0.27,2026-01-11 14:00:00+00:00,2026-01-11 16:30:00+00:00,2026-01-11T14:00:00+00:00 | 2026-01-11T14:15:00+00:00 | 2026-01-11T14:25:00+00:00 | 2026-01-11T14:30:00+00:00 | 2026-01-11T14:35:00+00:00 | 2026-01-11T14:40:00+00:00 | 2026-01-11T14:55:00+00:00 | 2026-01-11T15:00:00+00:00 | 2026-01-11T15:15:00+00:00 | 2026-01-11T15:25:00+00:00 | 2026-01-11T15:30:00+00:00 | 2026-01-11T15:40:00+00:00 | 2026-01-11T15:45:00+00:00 | 2026-01-11T15:50:00+00:00 | 2026-01-11T15:55:00+00:00 | 2026-01-11T16:00:00+00:00 | 2026-01-11T16:05:00+00:00 | 2026-01-11T16:10:00+00:00 | 2026-01-11T16:25:00+00:00 | 2026-01-11T16:30:00+00:00,2026-01-11T14:15:00+00:00:D:88.1818559695 | 2026-01-11T14:55:00+00:00:G:97.8355026415 | 2026-01-11T15:00:00+00:00:D:94.6199019059 | 2026-01-11T15:15:00+00:00:G:98.2891699172 | 2026-01-11T15:25:00+00:00:D:94.1405786486 | 2026-01-11T16:25:00+00:00:G:111.991466584
210,↓ 向下,2026-01-11 16:25:00+00:00,顶分型,111.99146658364309,2026-01-11 17:05:00+00:00,底分型,101.21546272466693,11,2,10.78,-0.0962,2026-01-11 16:10:00+00:00,2026-01-11 17:10:00+00:00,2026-01-11T16:10:00+00:00 | 2026-01-11T16:25:00+00:00 | 2026-01-11T16:30:00+00:00 | 2026-01-11T16:35:00+00:00 | 2026-01-11T16:40:00+00:00 | 2026-01-11T16:45:00+00:00 | 2026-01-11T16:50:00+00:00 | 2026-01-11T16:55:00+00:00 | 2026-01-11T17:00:00+00:00 | 2026-01-11T17:05:00+00:00 | 2026-01-11T17:10:00+00:00,2026-01-11T16:25:00+00:00:G:111.991466584 | 2026-01-11T17:05:00+00:00:D:101.215462725
211,↑ 向上,2026-01-11 17:05:00+00:00,底分型,101.21546272466693,2026-01-11 17:35:00+00:00,顶分型,105.55298982583722,7,4,4.34,0.0429,2026-01-11 17:00:00+00:00,2026-01-11 17:40:00+00:00,2026-01-11T17:00:00+00:00 | 2026-01-11T17:05:00+00:00 | 2026-01-11T17:10:00+00:00 | 2026-01-11T17:15:00+00:00 | 2026-01-11T17:20:00+00:00 | 2026-01-11T17:35:00+00:00 | 2026-01-11T17:40:00+00:00,2026-01-11T17:05:00+00:00:D:101.215462725 | 2026-01-11T17:15:00+00:00:G:105.269644113 | 2026-01-11T17:20:00+00:00:D:101.3807954 | 2026-01-11T17:35:00+00:00:G:105.552989826
212,↓ 向下,2026-01-11 17:35:00+00:00,顶分型,105.55298982583722,2026-01-11 18:25:00+00:00,底分型,87.7490295629529,11,2,17.8,-0.1687,2026-01-11 17:20:00+00:00,2026-01-11 18:30:00+00:00,2026-01-11T17:20:00+00:00 | 2026-01-11T17:35:00+00:00 | 2026-01-11T17:40:00+00:00 | 2026-01-11T17:45:00+00:00 | 2026-01-11T17:50:00+00:00 | 2026-01-11T17:55:00+00:00 | 2026-01-11T18:00:00+00:00 | 2026-01-11T18:05:00+00:00 | 2026-01-11T18:10:00+00:00 | 2026-01-11T18:25:00+00:00 | 2026-01-11T18:30:00+00:00,2026-01-11T17:35:00+00:00:G:105.552989826 | 2026-01-11T18:25:00+00:00:D:87.749029563
213,↑ 向上,2026-01-11 18:25:00+00:00,底分型,87.7490295629529,2026-01-11 19:15:00+00:00,顶分型,99.2031504109408,11,2,11.45,0.1305,2026-01-11 18:10:00+00:00,2026-01-11 19:20:00+00:00,2026-01-11T18:10:00+00:00 | 2026-01-11T18:25:00+00:00 | 2026-01-11T18:30:00+00:00 | 2026-01-11T18:35:00+00:00 | 2026-01-11T18:40:00+00:00 | 2026-01-11T18:50:00+00:00 | 2026-01-11T18:55:00+00:00 | 2026-01-11T19:00:00+00:00 | 2026-01-11T19:05:00+00:00 | 2026-01-11T19:15:00+00:00 | 2026-01-11T19:20:00+00:00,2026-01-11T18:25:00+00:00:D:87.749029563 | 2026-01-11T19:15:00+00:00:G:99.2031504109
214,↓ 向下,2026-01-11 19:15:00+00:00,顶分型,99.2031504109408,2026-01-11 19:35:00+00:00,底分型,94.13414049475931,6,2,5.07,-0.0511,2026-01-11 19:05:00+00:00,2026-01-11 19:40:00+00:00,2026-01-11T19:05:00+00:00 | 2026-01-11T19:15:00+00:00 | 2026-01-11T19:20:00+00:00 | 2026-01-11T19:30:00+00:00 | 2026-01-11T19:35:00+00:00 | 2026-01-11T19:40:00+00:00,2026-01-11T19:15:00+00:00:G:99.2031504109 | 2026-01-11T19:35:00+00:00:D:94.1341404948
215,↑ 向上,2026-01-11 19:35:00+00:00,底分型,94.13414049475931,2026-01-11 20:25:00+00:00,顶分型,111.54188509635811,12,2,17.41,0.1849,2026-01-11 19:30:00+00:00,2026-01-11 20:40:00+00:00,2026-01-11T19:30:00+00:00 | 2026-01-11T19:35:00+00:00 | 2026-01-11T19:40:00+00:00 | 2026-01-11T19:50:00+00:00 | 2026-01-11T19:55:00+00:00 | 2026-01-11T20:00:00+00:00 | 2026-01-11T20:05:00+00:00 | 2026-01-11T20:10:00+00:00 | 2026-01-11T20:15:00+00:00 | 2026-01-11T20:20:00+00:00 | 2026-01-11T20:25:00+00:00 | 2026-01-11T20:40:00+00:00,2026-01-11T19:35:00+00:00:D:94.1341404948 | 2026-01-11T20:25:00+00:00:G:111.541885096
